,S_Pedro,S_Santiago,S_Juan,S_Andrés,S_Bartolomé,S_Tiago,S_Isca,S_Tadeo,S_Mateo,S_Felipe,S_Simón,S_Tomás
2020-09-23 16:04:00,-6.355555555555555,9.11111111111111,10.177777777777777,2.2,2.6666666666666665,-5.888888888888889,9.377777777777778,-9.4,1.7333333333333334,0.8,-0.5111111111111111,12.044444444444444
2020-09-23 16:05:00,-6.444444444444445,9.28888888888889,10.266666666666667,2.2666666666666666,2.6666666666666665,-5.777777777777778,9.533333333333333,-9.666666666666666,1.9333333333333333,1.0,-0.5333333333333333,12.266666666666667
2020-09-23 16:06:00,-6.533333333333333,9.422222222222222,10.4,2.3333333333333335,2.6666666666666665,-5.622222222222222,9.688888888888888,-9.911111111111111,2.1333333333333333,1.2222222222222223,-0.5777777777777777,12.444444444444445
2020-09-23 16:07:00,-6.622222222222222,9.533333333333333,10.488888888888889,2.3555555555555556,2.688888888888889,-5.444444444444445,9.822222222222223,-10.11111111111111,2.311111111111111,1.4222222222222223,-0.6,12.6
2020-09-23 16:08:00,-6.733333333333333,9.6,10.577777777777778,2.3777777777777778,2.688888888888889,-5.222222222222222,9.933333333333334,-10.311111111111112,2.466666666666667,1.6666666666666667,-0.6,12.733333333333333
2020-09-23 16:09:00,-6.8,9.666666666666666,10.644444444444444,2.4,2.6666666666666665,-5.0,10.044444444444444,-10.533333333333333,2.577777777777778,1.9111111111111112,-0.6222222222222222,12.866666666666667
2020-09-23 16:10:00,-6.844444444444444,9.71111111111111,10.733333333333333,2.4444444444444446,2.6,-4.733333333333333,10.155555555555555,-10.755555555555556,2.7333333333333334,2.111111111111111,-0.6888888888888889,13.0
2020-09-23 16:11:00,-6.866666666666666,9.777777777777779,10.844444444444445,2.511111111111111,2.533333333333333,-4.488888888888889,10.311111111111112,-10.955555555555556,2.8444444444444446,2.2666666666666666,-0.7333333333333333,13.11111111111111
2020-09-23 16:12:00,-6.866666666666666,9.8,10.933333333333334,2.6,2.466666666666667,-4.266666666666667,10.444444444444445,-11.133333333333333,2.911111111111111,2.4,-0.8,13.222222222222221
2020-09-23 16:13:00,-6.844444444444444,9.822222222222223,11.044444444444444,2.6666666666666665,2.4,-4.022222222222222,10.577777777777778,-11.333333333333334,3.022222222222222,2.533333333333333,-0.8888888888888888,13.311111111111112
2020-09-23 16:14:00,-6.8,9.88888888888889,11.155555555555555,2.688888888888889,2.3777777777777778,-3.8222222222222224,10.666666666666666,-11.533333333333333,3.111111111111111,2.6444444444444444,-1.0,13.377777777777778
2020-09-23 16:15:00,-6.8,9.955555555555556,11.222222222222221,2.688888888888889,2.3777777777777778,-3.6222222222222222,10.777777777777779,-11.71111111111111,3.1777777777777776,2.7555555555555555,-1.0888888888888888,13.444444444444445
2020-09-23 16:16:00,-6.7555555555555555,10.0,11.244444444444444,2.6666666666666665,2.3777777777777778,-3.3777777777777778,10.866666666666667,-11.88888888888889,3.2444444444444445,2.8444444444444446,-1.1555555555555554,13.488888888888889
2020-09-23 16:17:00,-6.733333333333333,10.0,11.28888888888889,2.6444444444444444,2.422222222222222,-3.1555555555555554,10.977777777777778,-12.066666666666666,3.2888888888888888,2.888888888888889,-1.2222222222222223,13.511111111111111
2020-09-23 16:18:00,-6.711111111111111,10.022222222222222,11.377777777777778,2.6444444444444444,2.488888888888889,-2.9555555555555557,11.066666666666666,-12.222222222222221,3.311111111111111,2.933333333333333,-1.2666666666666666,13.511111111111111
2020-09-23 16:19:00,-6.688888888888889,10.044444444444444,11.444444444444445,2.6666666666666665,2.533333333333333,-2.7555555555555555,11.155555555555555,-12.355555555555556,3.311111111111111,3.0,-1.3111111111111111,13.533333333333333
2020-09-23 16:20:00,-6.688888888888889,10.066666666666666,11.511111111111111,2.688888888888889,2.533333333333333,-2.5555555555555554,11.244444444444444,-12.488888888888889,3.2666666666666666,3.066666666666667,-1.3555555555555556,13.533333333333333
2020-09-23 16:21:00,-6.733333333333333,10.044444444444444,11.555555555555555,2.7333333333333334,2.5555555555555554,-2.3555555555555556,11.355555555555556,-12.6,3.2,3.088888888888889,-1.4,13.511111111111111
2020-09-23 16:22:00,-6.7555555555555555,9.977777777777778,11.6,2.7333333333333334,2.6,-2.1555555555555554,11.511111111111111,-12.688888888888888,3.1555555555555554,3.066666666666667,-1.488888888888889,13.466666666666667
2020-09-23 16:23:00,-6.7555555555555555,9.955555555555556,11.644444444444444,2.7333333333333334,2.6666666666666665,-1.9555555555555555,11.644444444444444,-12.733333333333333,3.088888888888889,3.022222222222222,-1.5555555555555556,13.4
2020-09-23 16:24:00,-6.777777777777778,9.933333333333334,11.644444444444444,2.7111111111111112,2.7555555555555555,-1.7777777777777777,11.777777777777779,-12.733333333333333,3.0444444444444443,2.977777777777778,-1.6666666666666667,13.311111111111112
2020-09-23 16:25:00,-6.777777777777778,9.911111111111111,11.644444444444444,2.688888888888889,2.8666666666666667,-1.6,11.911111111111111,-12.755555555555556,2.977777777777778,2.911111111111111,-1.8,13.222222222222221
2020-09-23 16:26:00,-6.8,9.844444444444445,11.688888888888888,2.6666666666666665,3.022222222222222,-1.4444444444444444,12.022222222222222,-12.777777777777779,2.911111111111111,2.8222222222222224,-1.9333333333333333,13.088888888888889
2020-09-23 16:27:00,-6.777777777777778,9.822222222222223,11.733333333333333,2.6666666666666665,3.1777777777777776,-1.2444444444444445,12.177777777777777,-12.8,2.8,2.7333333333333334,-2.0444444444444443,12.911111111111111
2020-09-23 16:28:00,-6.8,9.777777777777779,11.733333333333333,2.688888888888889,3.311111111111111,-1.0222222222222221,12.311111111111112,-12.8,2.688888888888889,2.6666666666666665,-2.1777777777777776,12.71111111111111
2020-09-23 16:29:00,-6.844444444444444,9.733333333333333,11.755555555555556,2.688888888888889,3.466666666666667,-0.7777777777777778,12.4,-12.822222222222223,2.5555555555555554,2.577777777777778,-2.3333333333333335,12.466666666666667
2020-09-23 16:30:00,-6.911111111111111,9.666666666666666,11.733333333333333,2.688888888888889,3.6444444444444444,-0.5333333333333333,12.488888888888889,-12.822222222222223,2.4,2.488888888888889,-2.533333333333333,12.222222222222221
2020-09-23 16:31:00,-7.022222222222222,9.644444444444444,11.733333333333333,2.688888888888889,3.8,-0.28888888888888886,12.6,-12.8,2.2222222222222223,2.422222222222222,-2.7333333333333334,12.0
2020-09-23 16:32:00,-7.177777777777778,9.6,11.733333333333333,2.688888888888889,3.9555555555555557,-0.022222222222222223,12.71111111111111,-12.755555555555556,2.022222222222222,2.3555555555555556,-2.911111111111111,11.733333333333333
2020-09-23 16:33:00,-7.311111111111111,9.533333333333333,11.688888888888888,2.7111111111111112,4.066666666666666,0.2222222222222222,12.8,-12.688888888888888,1.8222222222222222,2.2666666666666666,-3.088888888888889,11.488888888888889
2020-09-23 16:34:00,-7.466666666666667,9.444444444444445,11.666666666666666,2.7333333333333334,4.155555555555556,0.4666666666666667,12.844444444444445,-12.6,1.6444444444444444,2.2,-3.2222222222222223,11.2
2020-09-23 16:35:00,-7.644444444444445,9.355555555555556,11.688888888888888,2.7111111111111112,4.2,0.7111111111111111,12.88888888888889,-12.466666666666667,1.488888888888889,2.1333333333333333,-3.311111111111111,10.88888888888889
2020-09-23 16:36:00,-7.822222222222222,9.222222222222221,11.71111111111111,2.688888888888889,4.222222222222222,0.9777777777777777,12.977777777777778,-12.355555555555556,1.3555555555555556,2.0444444444444443,-3.4,10.577777777777778
2020-09-23 16:37:00,-8.0,9.11111111111111,11.755555555555556,2.6444444444444444,4.222222222222222,1.2222222222222223,13.044444444444444,-12.266666666666667,1.2222222222222223,1.9555555555555555,-3.511111111111111,10.222222222222221
2020-09-23 16:38:00,-8.177777777777777,8.977777777777778,11.822222222222223,2.6,4.2444444444444445,1.4666666666666666,13.133333333333333,-12.133333333333333,1.0888888888888888,1.8222222222222222,-3.6222222222222222,9.844444444444445
2020-09-23 16:39:00,-8.333333333333334,8.866666666666667,11.911111111111111,2.577777777777778,4.288888888888889,1.6666666666666667,13.2,-12.0,0.9333333333333333,1.6666666666666667,-3.7333333333333334,9.422222222222222
2020-09-23 16:40:00,-8.488888888888889,8.71111111111111,12.044444444444444,2.533333333333333,4.311111111111111,1.8444444444444446,13.244444444444444,-11.844444444444445,0.7777777777777778,1.5333333333333334,-3.8222222222222224,9.022222222222222
2020-09-23 16:41:00,-8.644444444444444,8.577777777777778,12.155555555555555,2.4444444444444446,4.311111111111111,2.0444444444444443,13.28888888888889,-11.688888888888888,0.6444444444444445,1.4222222222222223,-3.933333333333333,8.577777777777778
2020-09-23 16:42:00,-8.8,8.422222222222222,12.266666666666667,2.311111111111111,4.311111111111111,2.2222222222222223,13.333333333333334,-11.577777777777778,0.4888888888888889,1.288888888888889,-4.0,8.177777777777777
2020-09-23 16:43:00,-8.955555555555556,8.266666666666667,12.355555555555556,2.1777777777777776,4.333333333333333,2.422222222222222,13.355555555555556,-11.466666666666667,0.3333333333333333,1.1777777777777778,-4.044444444444444,7.777777777777778
2020-09-23 16:44:00,-9.11111111111111,8.155555555555555,12.422222222222222,2.088888888888889,4.377777777777778,2.6666666666666665,13.333333333333334,-11.311111111111112,0.17777777777777778,1.1111111111111112,-4.133333333333334,7.377777777777778
2020-09-23 16:45:00,-9.28888888888889,8.0,12.488888888888889,2.0,4.466666666666667,2.9555555555555557,13.311111111111112,-11.133333333333333,0.044444444444444446,1.0444444444444445,-4.222222222222222,6.933333333333334
2020-09-23 16:46:00,-9.488888888888889,7.822222222222222,12.533333333333333,1.9111111111111112,4.555555555555555,3.2,13.28888888888889,-10.911111111111111,-0.08888888888888889,0.9555555555555556,-4.311111111111111,6.444444444444445
2020-09-23 16:47:00,-9.733333333333333,7.644444444444445,12.533333333333333,1.8444444444444446,4.622222222222222,3.422222222222222,13.266666666666667,-10.733333333333333,-0.2222222222222222,0.8444444444444444,-4.4,5.911111111111111
2020-09-23 16:48:00,-9.955555555555556,7.466666666666667,12.533333333333333,1.8,4.688888888888889,3.6444444444444444,13.222222222222221,-10.511111111111111,-0.35555555555555557,0.7111111111111111,-4.466666666666667,5.4222222222222225
2020-09-23 16:49:00,-10.2,7.288888888888889,12.533333333333333,1.7333333333333334,4.733333333333333,3.8222222222222224,13.177777777777777,-10.266666666666667,-0.4666666666666667,0.5555555555555556,-4.5777777777777775,4.977777777777778
2020-09-23 16:50:00,-10.444444444444445,7.088888888888889,12.511111111111111,1.6666666666666667,4.822222222222222,4.044444444444444,13.177777777777777,-10.0,-0.5777777777777777,0.4222222222222222,-4.666666666666667,4.5777777777777775
2020-09-23 16:51:00,-10.688888888888888,6.888888888888889,12.466666666666667,1.5777777777777777,4.866666666666666,4.2444444444444445,13.155555555555555,-9.71111111111111,-0.7111111111111111,0.28888888888888886,-4.7555555555555555,4.2
2020-09-23 16:52:00,-10.911111111111111,6.711111111111111,12.422222222222222,1.488888888888889,4.888888888888889,4.4,13.155555555555555,-9.422222222222222,-0.8,0.15555555555555556,-4.844444444444444,3.8666666666666667
2020-09-23 16:53:00,-11.088888888888889,6.533333333333333,12.333333333333334,1.4,4.888888888888889,4.533333333333333,13.177777777777777,-9.133333333333333,-0.8666666666666667,0.022222222222222223,-4.977777777777778,3.577777777777778
2020-09-23 16:54:00,-11.28888888888889,6.4,12.266666666666667,1.3111111111111111,4.911111111111111,4.644444444444445,13.155555555555555,-8.822222222222223,-0.8888888888888888,-0.13333333333333333,-5.111111111111111,3.2444444444444445
2020-09-23 16:55:00,-11.533333333333333,6.266666666666667,12.155555555555555,1.2,4.955555555555556,4.733333333333333,13.133333333333333,-8.511111111111111,-0.9111111111111111,-0.28888888888888886,-5.222222222222222,2.8666666666666667
2020-09-23 16:56:00,-11.777777777777779,6.088888888888889,12.066666666666666,1.0888888888888888,5.0,4.844444444444444,13.11111111111111,-8.222222222222221,-0.9333333333333333,-0.4,-5.377777777777778,2.533333333333333
2020-09-23 16:57:00,-12.044444444444444,5.911111111111111,12.0,0.9777777777777777,5.066666666666666,5.0,13.11111111111111,-7.955555555555556,-0.9333333333333333,-0.5333333333333333,-5.533333333333333,2.2444444444444445
2020-09-23 16:58:00,-12.333333333333334,5.711111111111111,11.911111111111111,0.8666666666666667,5.111111111111111,5.111111111111111,13.088888888888889,-7.644444444444445,-0.9333333333333333,-0.6888888888888889,-5.644444444444445,1.9555555555555555
2020-09-23 16:59:00,-12.622222222222222,5.466666666666667,11.8,0.7555555555555555,5.155555555555556,5.222222222222222,13.11111111111111,-7.333333333333333,-0.8888888888888888,-0.8666666666666667,-5.733333333333333,1.6444444444444444
2020-09-23 17:00:00,-12.88888888888889,5.266666666666667,11.733333333333333,0.6444444444444445,5.2,5.311111111111111,13.11111111111111,-7.044444444444444,-0.8666666666666667,-1.0222222222222221,-5.822222222222222,1.3777777777777778
2020-09-23 17:01:00,-13.155555555555555,5.088888888888889,11.666666666666666,0.5555555555555556,5.222222222222222,5.355555555555555,13.155555555555555,-6.777777777777778,-0.8222222222222222,-1.1555555555555554,-5.888888888888889,1.1111111111111112
2020-09-23 17:02:00,-13.422222222222222,4.933333333333334,11.6,0.4222222222222222,5.222222222222222,5.4,13.155555555555555,-6.488888888888889,-0.7777777777777778,-1.2666666666666666,-5.955555555555556,0.8444444444444444
2020-09-23 17:03:00,-13.688888888888888,4.777777777777778,11.511111111111111,0.26666666666666666,5.2,5.466666666666667,13.2,-6.2,-0.6888888888888889,-1.4,-6.022222222222222,0.6
2020-09-23 17:04:00,-13.955555555555556,4.644444444444445,11.444444444444445,0.13333333333333333,5.155555555555556,5.533333333333333,13.222222222222221,-5.911111111111111,-0.5777777777777777,-1.5333333333333334,-6.133333333333334,0.3111111111111111
2020-09-23 17:05:00,-14.244444444444444,4.466666666666667,11.422222222222222,0.0,5.155555555555556,5.555555555555555,13.266666666666667,-5.622222222222222,-0.4222222222222222,-1.6888888888888889,-6.222222222222222,0.06666666666666667
2020-09-23 17:06:00,-14.511111111111111,4.288888888888889,11.4,-0.13333333333333333,5.177777777777778,5.6,13.311111111111112,-5.311111111111111,-0.26666666666666666,-1.8,-6.288888888888889,-0.13333333333333333
2020-09-23 17:07:00,-14.8,4.133333333333334,11.377777777777778,-0.24444444444444444,5.177777777777778,5.644444444444445,13.333333333333334,-5.0,-0.15555555555555556,-1.8888888888888888,-6.355555555555555,-0.28888888888888886
2020-09-23 17:08:00,-15.066666666666666,3.9555555555555557,11.4,-0.3333333333333333,5.155555555555556,5.666666666666667,13.377777777777778,-4.688888888888889,-0.022222222222222223,-1.9555555555555555,-6.466666666666667,-0.4222222222222222
2020-09-23 17:09:00,-15.311111111111112,3.8,11.444444444444445,-0.37777777777777777,5.155555555555556,5.711111111111111,13.422222222222222,-4.4222222222222225,0.08888888888888889,-1.9777777777777779,-6.555555555555555,-0.5555555555555556
2020-09-23 17:10:00,-15.555555555555555,3.6444444444444444,11.488888888888889,-0.4,5.177777777777778,5.711111111111111,13.488888888888889,-4.155555555555556,0.17777777777777778,-1.9777777777777779,-6.622222222222222,-0.6888888888888889
2020-09-23 17:11:00,-15.8,3.533333333333333,11.511111111111111,-0.4444444444444444,5.155555555555556,5.733333333333333,13.577777777777778,-3.888888888888889,0.24444444444444444,-1.9777777777777779,-6.688888888888889,-0.8222222222222222
2020-09-23 17:12:00,-16.044444444444444,3.422222222222222,11.511111111111111,-0.4888888888888889,5.133333333333334,5.733333333333333,13.644444444444444,-3.6666666666666665,0.35555555555555557,-1.9777777777777779,-6.733333333333333,-0.9111111111111111
2020-09-23 17:13:00,-16.244444444444444,3.3333333333333335,11.511111111111111,-0.5333333333333333,5.111111111111111,5.7555555555555555,13.688888888888888,-3.488888888888889,0.4444444444444444,-1.9555555555555555,-6.7555555555555555,-0.9777777777777777
2020-09-23 17:14:00,-16.42222222222222,3.2222222222222223,11.511111111111111,-0.5777777777777777,5.088888888888889,5.733333333333333,13.755555555555556,-3.3333333333333335,0.5111111111111111,-1.8888888888888888,-6.777777777777778,-1.0
2020-09-23 17:15:00,-16.57777777777778,3.088888888888889,11.511111111111111,-0.5777777777777777,5.066666666666666,5.688888888888889,13.8,-3.1555555555555554,0.5777777777777777,-1.8,-6.777777777777778,-0.9777777777777777
2020-09-23 17:16:00,-16.733333333333334,2.9555555555555557,11.511111111111111,-0.5333333333333333,5.022222222222222,5.6,13.822222222222223,-2.9555555555555557,0.6222222222222222,-1.711111111111111,-6.8,-0.9555555555555556
2020-09-23 17:17:00,-16.844444444444445,2.8444444444444446,11.488888888888889,-0.4444444444444444,4.977777777777778,5.533333333333333,13.844444444444445,-2.7555555555555555,0.6444444444444445,-1.6222222222222222,-6.844444444444444,-0.8888888888888888
2020-09-23 17:18:00,-16.977777777777778,2.7333333333333334,11.466666666666667,-0.4,4.955555555555556,5.466666666666667,13.866666666666667,-2.6,0.7111111111111111,-1.511111111111111,-6.888888888888889,-0.8222222222222222
2020-09-23 17:19:00,-17.066666666666666,2.6222222222222222,11.422222222222222,-0.35555555555555557,4.933333333333334,5.4,13.88888888888889,-2.488888888888889,0.7777777777777778,-1.4,-6.977777777777778,-0.7555555555555555
2020-09-23 17:20:00,-17.155555555555555,2.466666666666667,11.377777777777778,-0.26666666666666666,4.911111111111111,5.333333333333333,13.911111111111111,-2.4,0.8444444444444444,-1.288888888888889,-7.066666666666666,-0.6888888888888889
2020-09-23 17:21:00,-17.22222222222222,2.311111111111111,11.333333333333334,-0.2222222222222222,4.911111111111111,5.2444444444444445,13.88888888888889,-2.311111111111111,0.9111111111111111,-1.1777777777777778,-7.155555555555556,-0.6222222222222222
2020-09-23 17:22:00,-17.333333333333332,2.1333333333333333,11.244444444444444,-0.17777777777777778,4.911111111111111,5.177777777777778,13.88888888888889,-2.2444444444444445,0.9777777777777777,-1.0666666666666667,-7.266666666666667,-0.5555555555555556
2020-09-23 17:23:00,-17.42222222222222,1.9777777777777779,11.133333333333333,-0.1111111111111111,4.888888888888889,5.088888888888889,13.866666666666667,-2.1777777777777776,1.0222222222222221,-0.9333333333333333,-7.377777777777778,-0.4444444444444444
2020-09-23 17:24:00,-17.488888888888887,1.8,10.977777777777778,-0.06666666666666667,4.844444444444444,5.0,13.866666666666667,-2.111111111111111,1.0888888888888888,-0.7777777777777778,-7.511111111111111,-0.3333333333333333
2020-09-23 17:25:00,-17.511111111111113,1.6444444444444444,10.822222222222223,-0.044444444444444446,4.8,4.911111111111111,13.911111111111111,-2.022222222222222,1.1555555555555554,-0.6,-7.644444444444445,-0.26666666666666666
2020-09-23 17:26:00,-17.533333333333335,1.4666666666666666,10.688888888888888,0.0,4.777777777777778,4.822222222222222,13.933333333333334,-1.9555555555555555,1.2222222222222223,-0.4222222222222222,-7.7555555555555555,-0.15555555555555556
2020-09-23 17:27:00,-17.555555555555557,1.3111111111111111,10.555555555555555,0.044444444444444446,4.733333333333333,4.711111111111111,13.955555555555556,-1.8444444444444446,1.2666666666666666,-0.2222222222222222,-7.866666666666666,-0.08888888888888889
2020-09-23 17:28:00,-17.555555555555557,1.1111111111111112,10.422222222222222,0.08888888888888889,4.688888888888889,4.5777777777777775,13.977777777777778,-1.711111111111111,1.3111111111111111,-0.044444444444444446,-7.977777777777778,-0.022222222222222223
2020-09-23 17:29:00,-17.57777777777778,0.8666666666666667,10.333333333333334,0.1111111111111111,4.644444444444445,4.4,14.022222222222222,-1.6,1.3333333333333333,0.08888888888888889,-8.066666666666666,0.06666666666666667
2020-09-23 17:30:00,-17.6,0.6222222222222222,10.28888888888889,0.1111111111111111,4.5777777777777775,4.222222222222222,14.066666666666666,-1.5333333333333334,1.3111111111111111,0.2,-8.133333333333333,0.2
2020-09-23 17:31:00,-17.644444444444446,0.35555555555555557,10.266666666666667,0.1111111111111111,4.511111111111111,4.066666666666666,14.11111111111111,-1.511111111111111,1.3111111111111111,0.28888888888888886,-8.2,0.37777777777777777
2020-09-23 17:32:00,-17.68888888888889,0.13333333333333333,10.28888888888889,0.1111111111111111,4.444444444444445,3.911111111111111,14.155555555555555,-1.488888888888889,1.3111111111111111,0.37777777777777777,-8.244444444444444,0.5555555555555556
2020-09-23 17:33:00,-17.77777777777778,-0.044444444444444446,10.311111111111112,0.06666666666666667,4.377777777777778,3.7333333333333334,14.222222222222221,-1.4666666666666666,1.3111111111111111,0.4888888888888889,-8.311111111111112,0.6888888888888889
2020-09-23 17:34:00,-17.844444444444445,-0.24444444444444444,10.311111111111112,0.044444444444444446,4.311111111111111,3.5555555555555554,14.333333333333334,-1.488888888888889,1.288888888888889,0.6222222222222222,-8.333333333333334,0.7777777777777778
2020-09-23 17:35:00,-17.88888888888889,-0.4444444444444444,10.28888888888889,0.0,4.2,3.3333333333333335,14.4,-1.511111111111111,1.2222222222222223,0.7555555555555555,-8.377777777777778,0.8222222222222222
2020-09-23 17:36:00,-17.88888888888889,-0.6222222222222222,10.244444444444444,0.0,4.088888888888889,3.088888888888889,14.466666666666667,-1.5333333333333334,1.1555555555555554,0.8666666666666667,-8.4,0.8888888888888888
2020-09-23 17:37:00,-17.91111111111111,-0.7777777777777778,10.244444444444444,0.022222222222222223,4.0,2.8444444444444446,14.488888888888889,-1.6,1.0444444444444445,0.9555555555555556,-8.4,0.9333333333333333
2020-09-23 17:38:00,-17.955555555555556,-0.8888888888888888,10.266666666666667,0.044444444444444446,3.9555555555555557,2.577777777777778,14.466666666666667,-1.6222222222222222,0.9333333333333333,1.0222222222222221,-8.355555555555556,0.9777777777777777
2020-09-23 17:39:00,-17.977777777777778,-1.0444444444444445,10.28888888888889,0.044444444444444446,3.8666666666666667,2.3333333333333335,14.444444444444445,-1.6222222222222222,0.7777777777777778,1.0888888888888888,-8.311111111111112,1.0222222222222221
2020-09-23 17:40:00,-17.955555555555556,-1.1555555555555554,10.311111111111112,0.06666666666666667,3.7777777777777777,2.088888888888889,14.4,-1.6444444444444444,0.5777777777777777,1.1777777777777778,-8.244444444444444,1.1111111111111112
2020-09-23 17:41:00,-17.91111111111111,-1.2666666666666666,10.311111111111112,0.08888888888888889,3.6666666666666665,1.8,14.333333333333334,-1.6222222222222222,0.4222222222222222,1.2666666666666666,-8.177777777777777,1.1777777777777778
2020-09-23 17:42:00,-17.866666666666667,-1.3555555555555556,10.311111111111112,0.13333333333333333,3.533333333333333,1.4666666666666666,14.244444444444444,-1.6,0.26666666666666666,1.4,-8.088888888888889,1.2444444444444445
2020-09-23 17:43:00,-17.77777777777778,-1.4444444444444444,10.333333333333334,0.17777777777777778,3.4,1.1333333333333333,14.177777777777777,-1.6,0.06666666666666667,1.5333333333333334,-8.044444444444444,1.3555555555555556
2020-09-23 17:44:00,-17.733333333333334,-1.488888888888889,10.4,0.2222222222222222,3.2444444444444445,0.8222222222222222,14.066666666666666,-1.6,-0.17777777777777778,1.711111111111111,-8.044444444444444,1.488888888888889
2020-09-23 17:45:00,-17.711111111111112,-1.5555555555555556,10.422222222222222,0.26666666666666666,3.0444444444444443,0.4888888888888889,13.955555555555556,-1.6,-0.4,1.9111111111111112,-8.044444444444444,1.6222222222222222
2020-09-23 17:46:00,-17.733333333333334,-1.6666666666666667,10.444444444444445,0.26666666666666666,2.8222222222222224,0.2,13.8,-1.6,-0.6666666666666666,2.088888888888889,-8.088888888888889,1.7777777777777777
2020-09-23 17:47:00,-17.733333333333334,-1.7777777777777777,10.444444444444445,0.28888888888888886,2.577777777777778,-0.08888888888888889,13.644444444444444,-1.6,-0.9333333333333333,2.2888888888888888,-8.11111111111111,1.9333333333333333
2020-09-23 17:48:00,-17.77777777777778,-1.9111111111111112,10.422222222222222,0.35555555555555557,2.3333333333333335,-0.37777777777777777,13.488888888888889,-1.6,-1.2444444444444445,2.533333333333333,-8.155555555555555,2.0444444444444443
2020-09-23 17:49:00,-17.8,-2.022222222222222,10.377777777777778,0.37777777777777777,2.111111111111111,-0.7111111111111111,13.333333333333334,-1.6444444444444444,-1.5777777777777777,2.7333333333333334,-8.177777777777777,2.1777777777777776
2020-09-23 17:50:00,-17.77777777777778,-2.111111111111111,10.28888888888889,0.4,1.8444444444444446,-1.0,13.155555555555555,-1.711111111111111,-1.9333333333333333,2.933333333333333,-8.2,2.2888888888888888
2020-09-23 17:51:00,-17.755555555555556,-2.1555555555555554,10.177777777777777,0.4444444444444444,1.5333333333333334,-1.288888888888889,12.977777777777778,-1.8,-2.2888888888888888,3.088888888888889,-8.222222222222221,2.3777777777777778
2020-09-23 17:52:00,-17.733333333333334,-2.1777777777777776,10.044444444444444,0.4888888888888889,1.2222222222222223,-1.5777777777777777,12.8,-1.8666666666666667,-2.6444444444444444,3.2444444444444445,-8.222222222222221,2.466666666666667
2020-09-23 17:53:00,-17.733333333333334,-2.1777777777777776,9.866666666666667,0.4888888888888889,0.9333333333333333,-1.8222222222222222,12.6,-1.9777777777777779,-3.0,3.4,-8.222222222222221,2.511111111111111
2020-09-23 17:54:00,-17.755555555555556,-2.1777777777777776,9.71111111111111,0.4666666666666667,0.6444444444444445,-2.088888888888889,12.4,-2.066666666666667,-3.3555555555555556,3.5555555555555554,-8.244444444444444,2.5555555555555554
2020-09-23 17:55:00,-17.8,-2.2222222222222223,9.555555555555555,0.4222222222222222,0.3111111111111111,-2.3333333333333335,12.177777777777777,-2.1333333333333333,-3.7111111111111112,3.7111111111111112,-8.28888888888889,2.6
2020-09-23 17:56:00,-17.844444444444445,-2.2888888888888888,9.422222222222222,0.4222222222222222,0.022222222222222223,-2.577777777777778,11.977777777777778,-2.1777777777777776,-4.022222222222222,3.888888888888889,-8.355555555555556,2.688888888888889
2020-09-23 17:57:00,-17.933333333333334,-2.4,9.311111111111112,0.4,-0.26666666666666666,-2.8,11.755555555555556,-2.2222222222222223,-4.377777777777778,4.088888888888889,-8.422222222222222,2.7777777777777777
2020-09-23 17:58:00,-18.044444444444444,-2.5555555555555554,9.222222222222221,0.3333333333333333,-0.5777777777777777,-3.066666666666667,11.533333333333333,-2.2666666666666666,-4.7555555555555555,4.266666666666667,-8.488888888888889,2.8444444444444446
2020-09-23 17:59:00,-18.155555555555555,-2.688888888888889,9.088888888888889,0.3111111111111111,-0.8666666666666667,-3.2888888888888888,11.333333333333334,-2.2888888888888888,-5.111111111111111,4.4,-8.577777777777778,2.8666666666666667
2020-09-23 18:00:00,-18.288888888888888,-2.8,9.0,0.24444444444444444,-1.1555555555555554,-3.488888888888889,11.177777777777777,-2.3333333333333335,-5.466666666666667,4.533333333333333,-8.644444444444444,2.888888888888889
2020-09-23 18:01:00,-18.42222222222222,-2.911111111111111,8.911111111111111,0.17777777777777778,-1.4444444444444444,-3.688888888888889,11.022222222222222,-2.3777777777777778,-5.8,4.644444444444445,-8.666666666666666,2.911111111111111
2020-09-23 18:02:00,-18.6,-3.022222222222222,8.866666666666667,0.1111111111111111,-1.711111111111111,-3.888888888888889,10.844444444444445,-2.466666666666667,-6.088888888888889,4.711111111111111,-8.688888888888888,2.888888888888889
2020-09-23 18:03:00,-18.755555555555556,-3.088888888888889,8.822222222222223,0.06666666666666667,-1.9777777777777779,-4.066666666666666,10.688888888888888,-2.5555555555555554,-6.377777777777778,4.733333333333333,-8.71111111111111,2.888888888888889
2020-09-23 18:04:00,-18.91111111111111,-3.1555555555555554,8.8,0.022222222222222223,-2.2444444444444445,-4.2444444444444445,10.577777777777778,-2.6222222222222222,-6.666666666666667,4.733333333333333,-8.688888888888888,2.888888888888889
2020-09-23 18:05:00,-19.066666666666666,-3.2,8.777777777777779,-0.06666666666666667,-2.488888888888889,-4.377777777777778,10.466666666666667,-2.6666666666666665,-6.977777777777778,4.7555555555555555,-8.666666666666666,2.911111111111111
2020-09-23 18:06:00,-19.22222222222222,-3.2,8.755555555555556,-0.1111111111111111,-2.7111111111111112,-4.488888888888889,10.377777777777778,-2.688888888888889,-7.333333333333333,4.777777777777778,-8.666666666666666,2.933333333333333
