venta_id,fecha_pedido,fecha_entrega,mes_texto,dia_semana,categoria,producto,precio_unitario,cantidad,total,metodo_pago,cliente_tipo,promo_codigo,entregado
183,07/10/2025 04:35,07/10/2025 04:44,octubre,martes,Sandwich,Sandwich de jamón y queso,2500.0,1,2500.0,Efectivo,Estudiante,,sí
184,22/10/2025 23:13,22/10/2025 23:39,octubre,miércoles,Bebida fría,Agua mineral,900.0,3,2565.0,Efectivo,Docente,,sí
185,18/12/2024 14:46,18/12/2024 14:58,diciembre,miércoles,Sandwich,Sandwich veggie,2700.0,1,2430.0,Efectivo,No docente,DESC10,sí
186,23/04/2025 14:21,23/04/2025 14:27,abril,miércoles,Bebida caliente,Café americano,1200.0,1,1200.0,Efectivo,No docente,DESC10,sí
187,29/03/2025 02:07,29/03/2025 02:10,marzo,sábado,Bebida caliente,Café americano,1200.0,1,1140.0,Efectivo,Estudiante,DESC10,sí
188,12/07/2025 17:03,12/07/2025 17:08,julio,sábado,Bebida caliente,Té verde,1100.0,2,2200.0,QR,Visitante,PROMOALMUERZO,sí
189,23/10/2025 07:51,23/10/2025 07:59,octubre,jueves,Bebida caliente,Té verde,1100.0,1,1045.0,Tarjeta,Estudiante,,sí
190,02/08/2025 20:18,02/08/2025 20:35,agosto,sábado,Snack,Empanada de carne,1400.0,3,4200.0,QR,Estudiante,PROMOALMUERZO,sí
191,25/07/2025 02:17,25/07/2025 02:33,julio,viernes,Snack,Chipá,1200.0,2,2280.0,QR,Visitante,PROMOALMUERZO,sí
192,01/06/2025 07:34,01/06/2025 07:51,junio,domingo,Bebida caliente,Latte,1700.0,3,4845.0,Tarjeta,Estudiante,DESC10,no
193,27/03/2025 20:08,27/03/2025 20:13,marzo,jueves,Pastelería,Tarta de manzana,2200.0,1,2200.0,Tarjeta,Visitante,,sí
194,10/10/2025 03:32,10/10/2025 03:59,octubre,viernes,Bebida caliente,Té verde,1100.0,2,1980.0,QR,Docente,PROMOALMUERZO,sí
195,28/12/2024 05:03,28/12/2024 05:19,diciembre,sábado,Sandwich,Sandwich de jamón y queso,2500.0,1,2500.0,Tarjeta,Visitante,PROMOALMUERZO,sí
196,20/11/2024 11:42,20/11/2024 11:47,noviembre,miércoles,Bebida caliente,Té verde,1100.0,3,3300.0,Tarjeta,No docente,2x1CAFE,sí
197,28/07/2025 22:47,28/07/2025 23:09,julio,lunes,Bebida fría,Jugo de naranja,1600.0,1,1600.0,QR,Estudiante,,sí
198,16/03/2025 17:45,16/03/2025 18:09,marzo,domingo,Bebida caliente,Latte,1700.0,3,5100.0,Tarjeta,No docente,DESC10,sí
199,13/11/2024 10:36,13/11/2024 10:55,noviembre,miércoles,Pastelería,Tarta de manzana,2200.0,3,5940.0,QR,Visitante,2x1CAFE,sí
200,18/10/2024 06:28,18/10/2024 06:38,octubre,viernes,Bebida caliente,Café con leche,1500.0,1,1425.0,Tarjeta,No docente,,sí
201,23/11/2024 00:12,23/11/2024 00:28,noviembre,sábado,Bebida fría,Jugo de naranja,1600.0,2,3200.0,QR,Docente,,sí
202,07/03/2025 04:46,07/03/2025 04:49,marzo,viernes,Pastelería,Cookie de chocolate,1000.0,3,3000.0,Efectivo,Docente,PROMOALMUERZO,sí
203,08/10/2025 14:03,08/10/2025 14:12,octubre,miércoles,Sandwich,Sandwich veggie,2700.0,1,2430.0,Efectivo,No docente,2x1CAFE,sí
204,18/08/2024 00:01,18/08/2024 00:12,agosto,domingo,Pastelería,Cookie de chocolate,1000.0,1,1000.0,Efectivo,Docente,,sí
205,16/08/2024 10:28,16/08/2024 10:50,agosto,viernes,Bebida caliente,Latte,1700.0,1,1615.0,Efectivo,Estudiante,,sí
206,26/12/2024 01:42,26/12/2024 01:53,diciembre,jueves,Snack,Barra de cereal,850.0,2,1530.0,Tarjeta,No docente,DESC10,sí
207,12/01/2025 01:42,12/01/2025 02:09,enero,domingo,Pastelería,Medialuna,800.0,3,2280.0,QR,Estudiante,,sí
208,25/09/2025 06:27,25/09/2025 06:50,septiembre,jueves,Bebida fría,Limonada,1500.0,1,1500.0,QR,Estudiante,2x1CAFE,sí
209,25/02/2025 13:24,25/02/2025 13:50,febrero,martes,Snack,Chipá,1200.0,1,1140.0,Tarjeta,Visitante,2x1CAFE,sí
210,23/08/2024 19:47,23/08/2024 19:50,agosto,viernes,Bebida caliente,Té verde,1100.0,2,2200.0,Tarjeta,Estudiante,2x1CAFE,sí
211,19/09/2025 10:53,19/09/2025 11:19,septiembre,viernes,Pastelería,Medialuna,800.0,2,1600.0,Efectivo,Visitante,,sí
212,25/09/2024 17:44,25/09/2024 18:12,septiembre,miércoles,Bebida caliente,Café americano,1200.0,3,3240.0,Efectivo,Docente,DESC10,sí
213,21/08/2025 23:01,21/08/2025 23:22,agosto,jueves,Pastelería,Medialuna,800.0,1,800.0,Tarjeta,Estudiante,PROMOALMUERZO,sí
214,23/06/2025 18:32,23/06/2025 19:00,junio,lunes,Bebida fría,Limonada,1500.0,2,2700.0,Efectivo,Docente,,sí
215,27/10/2025 18:03,27/10/2025 18:10,octubre,lunes,Bebida caliente,Latte,1700.0,3,5100.0,Tarjeta,Visitante,,sí
216,04/10/2024 09:54,04/10/2024 10:21,octubre,viernes,Bebida caliente,Latte,1700.0,2,3060.0,Tarjeta,Visitante,PROMOALMUERZO,sí
217,03/09/2024 05:11,03/09/2024 05:41,septiembre,martes,Bebida caliente,Té verde,1100.0,1,1045.0,Tarjeta,No docente,DESC10,sí
218,23/09/2024 12:48,23/09/2024 13:13,septiembre,lunes,Pastelería,Cookie de chocolate,1000.0,1,900.0,Efectivo,Estudiante,DESC10,sí
219,23/02/2025 12:53,23/02/2025 13:05,febrero,domingo,Snack,Barra de cereal,850.0,2,1700.0,QR,Visitante,2x1CAFE,sí
220,05/03/2025 23:00,05/03/2025 23:27,marzo,miércoles,Sandwich,Sandwich de jamón y queso,2500.0,1,2500.0,Tarjeta,Estudiante,,sí
40,20/12/2024 23:00,20/12/2024 23:05,diciembre,viernes,Snack,Barra de cereal,850.0,1,850.0,Tarjeta,No docente,PROMOALMUERZO,sí
195,28/12/2024 05:03,28/12/2024 05:19,diciembre,sábado,Sandwich,Sandwich de jamón y queso,2500.0,1,2500.0,Tarjeta,Visitante,PROMOALMUERZO,sí
152,21/09/2024 11:26,21/09/2024 11:31,septiembre,sábado,Bebida fría,Jugo de naranja,1600.0,1,1600.0,Efectivo,No docente,2x1CAFE,sí
186,23/04/2025 14:21,23/04/2025 14:27,abril,miércoles,Bebida caliente,Café americano,1200.0,1,1200.0,Efectivo,No docente,DESC10,sí
212,25/09/2024 17:44,25/09/2024 18:12,septiembre,miércoles,Bebida caliente,Café americano,1200.0,3,3240.0,Efectivo,Docente,DESC10,sí
